iter	Logloss
772	0.113827356
773	0.1136855256
774	0.1135432226
775	0.1134007241
776	0.1132595609
777	0.1131105509
778	0.1128884985
779	0.1127499125
780	0.1125980053
781	0.1124921639
782	0.1122560649
783	0.1120223441
784	0.1118163931
785	0.1116654505
786	0.1115189085
787	0.1113666
788	0.1112149734
789	0.1110579642
790	0.1109332131
791	0.1107740244
792	0.110621168
793	0.1104803915
794	0.1103390634
795	0.1101369261
796	0.1100032606
797	0.1098699739
798	0.1096956095
799	0.1094816831
800	0.1092571318
801	0.1091094582
802	0.1089393289
803	0.1087928395
804	0.1086080785
805	0.1084503591
806	0.1082931811
807	0.1081412231
808	0.1079744103
809	0.1078337187
810	0.1076925327
811	0.1075802168
812	0.1074190236
813	0.1073290342
814	0.1072027406
815	0.107072489
816	0.1069805869
817	0.1068705908
818	0.106730663
819	0.1065816508
820	0.1064353763
821	0.1063384898
822	0.1062159292
823	0.1059898867
824	0.1058713328
825	0.1057447723
826	0.1056339194
827	0.1054618393
828	0.10522862
829	0.1049972899
830	0.1048383609
831	0.1046922116
832	0.1045772242
833	0.1043741092
834	0.1042067474
835	0.104045471
836	0.1039012423
837	0.103766846
838	0.1035650921
839	0.103419319
840	0.1032735485
841	0.1031063217
842	0.1029370906
843	0.1028193132
844	0.1027017623
845	0.1025483971
846	0.1024329383
847	0.1022875396
848	0.1021010734
849	0.1019891806
850	0.1018252982
851	0.1017105493
852	0.1015986392
853	0.1014089773
854	0.1013005251
855	0.101158177
856	0.1010443343
857	0.1009008489
858	0.1007976361
859	0.1006539063
860	0.1004885478
861	0.1003248827
862	0.1000840971
863	0.09993185531
864	0.09977225022
865	0.09966114194
866	0.09953841654
867	0.09934229409
868	0.09923359378
869	0.09908524521
870	0.09892574845
871	0.09877411295
872	0.09861442294
873	0.09848651833
874	0.09835854827
875	0.09826091768
876	0.09812423331
877	0.09801819411
878	0.09788442045
879	0.09771490383
880	0.09756692462
881	0.09744833193
882	0.0973406629
883	0.09723628372
884	0.09715035147
885	0.09702668888
886	0.09690675167
887	0.09677543114
888	0.09662241588
889	0.096480112
890	0.09632964249
891	0.09617590181
892	0.09600930682
893	0.09589742209
894	0.09578872589
895	0.09570928528
896	0.09562560605
897	0.09543848392
898	0.09533848088
899	0.09521485057
900	0.09510024932
901	0.09496179748
902	0.09484618062
903	0.09472405601
904	0.09462882779
905	0.09452463606
906	0.09439780359
907	0.09425598238
908	0.09413435335
909	0.09405295122
910	0.09396455718
911	0.09381221545
912	0.09369463392
913	0.09356271386
914	0.0934404418
915	0.09336487145
916	0.09323686427
917	0.09310587911
918	0.09295130261
919	0.0928407165
920	0.09273459884
921	0.09257333222
922	0.09242569964
923	0.09231881392
924	0.09217968939
925	0.09205907598
926	0.09194119403
927	0.09184067917
928	0.0917349913
929	0.09152993497
930	0.09139059595
931	0.09130688346
932	0.0912226209
933	0.09109160934
934	0.09095941543
935	0.09083563865
936	0.09071807422
937	0.09059617736
938	0.09051451907
939	0.09041952264
940	0.09028383546
941	0.09017633182
942	0.08997966836
943	0.0898513775
944	0.08975402524
945	0.08962817029
946	0.08951803495
947	0.08943635709
948	0.08930685885
949	0.08916697262
950	0.08908062701
951	0.08896975187
952	0.08886982775
953	0.08879860719
954	0.08868528933
955	0.08857897012
956	0.08845348009
957	0.08834378038
958	0.08822153466
959	0.088109199
960	0.08798023865
961	0.08786796038
962	0.08771834047
963	0.08761344529
964	0.08750237244
965	0.08733109108
966	0.087225019
967	0.08710085994
968	0.08700358869
969	0.08687522852
970	0.08675031656
971	0.08664085571
972	0.08649915425
973	0.08642263801
974	0.08633583418
975	0.08625180096
976	0.08609688916
977	0.08596424162
978	0.08584637933
979	0.08573217229
980	0.08557989638
981	0.08545060543
982	0.085366449
983	0.08526853592
984	0.08515806138
985	0.08505359921
986	0.08493948659
987	0.0848189685
988	0.08470412202
989	0.08462574933
990	0.08452141356
991	0.08441622335
992	0.08426801837
993	0.08416124089
994	0.08406429006
995	0.08395042503
996	0.08384792076
997	0.08371274572
998	0.08356144638
999	0.08343765219
